chrBase	chr	base	strand	coverage	freqC	freqT
chr7.123340086	chr7	123340086	F	124	56.45	43.55
chr7.123340098	chr7	123340098	F	124	58.06	41.94
chr7.123340100	chr7	123340100	F	127	65.35	34.65
chr7.123340102	chr7	123340102	F	123	67.48	32.52
chr7.123340122	chr7	123340122	F	132	18.18	81.82
chr7.123340146	chr7	123340146	F	128	53.91	46.09
chr7.123340154	chr7	123340154	F	62	0.00	100.00
chr8.25164078	chr8	25164078	F	12	83.33	16.67
chr8.25164082	chr8	25164082	F	12	50.00	50.00
chr8.25164102	chr8	25164102	F	11	0.00	100.00
chr9.26806618	chr9	26806618	F	39	43.59	56.41
chr9.26806622	chr9	26806622	F	38	81.58	18.42
chr9.26806630	chr9	26806630	F	40	50.00	50.00
chr9.26806667	chr9	26806667	F	36	100.00	0.00
chr9.26806678	chr9	26806678	F	37	78.38	21.62
chr9.103465481	chr9	103465481	F	10	50.00	50.00
chr9.103465485	chr9	103465485	F	12	83.33	16.67
chr9.103465497	chr9	103465497	F	12	66.67	33.33
chr9.103465517	chr9	103465517	F	12	0.00	100.00
chr9.103465524	chr9	103465524	F	10	100.00	0.00
chr10.67315706	chr10	67315706	F	27	100.00	0.00
chr10.67315710	chr10	67315710	F	30	66.67	33.33
chr10.67315718	chr10	67315718	F	31	0.00	100.00
chr10.67315742	chr10	67315742	F	31	0.00	100.00
chr10.67315766	chr10	67315766	F	31	0.00	100.00
chr13.66900644	chr13	66900644	R	45	0.00	100.00
chr13.66900652	chr13	66900652	R	89	0.00	100.00
chr13.66900676	chr13	66900676	R	93	88.17	11.83
chr13.66900696	chr13	66900696	R	93	76.34	23.66
chr13.66900700	chr13	66900700	R	95	91.58	8.42
chr13.66900708	chr13	66900708	R	88	95.45	4.55
chr13.66900712	chr13	66900712	R	93	76.34	23.66
chr16.17599839	chr16	17599839	F	36	94.44	5.56
chr16.17599843	chr16	17599843	F	34	79.41	20.59
chr16.17599849	chr16	17599849	F	35	40.00	60.00
chr16.17599867	chr16	17599867	F	35	0.00	100.00
chr16.17599872	chr16	17599872	F	35	0.00	100.00
chr17.1349987	chr17	1349987	R	29	0.00	100.00
chr17.1350011	chr17	1350011	R	29	0.00	100.00
chr17.1350035	chr17	1350035	R	30	0.00	100.00
chr17.1350043	chr17	1350043	R	28	46.43	53.57
chr17.1350047	chr17	1350047	R	25	0.00	100.00
chr17.9742202	chr17	9742202	F	46	47.83	52.17
chr17.9742223	chr17	9742223	F	44	0.00	100.00
chr17.9742246	chr17	9742246	F	45	0.00	100.00
chr17.9742254	chr17	9742254	F	21	0.00	100.00
chr18.50041833	chr18	50041833	F	18	66.67	33.33
chr18.50041849	chr18	50041849	F	17	0.00	100.00
chr18.50041869	chr18	50041869	F	18	55.56	44.44
chr18.50041893	chr18	50041893	F	16	56.25	43.75
chr21.9437432	chr21	9437432	F	35	88.57	11.43
chr21.9437444	chr21	9437444	F	55	85.45	14.55
chr21.9437458	chr21	9437458	F	63	0.00	100.00
chr21.9437461	chr21	9437461	F	64	0.00	100.00
chr21.9437464	chr21	9437464	F	66	81.82	18.18
chr21.9437470	chr21	9437470	F	64	59.38	40.62
chr21.9437472	chr21	9437472	F	67	95.52	4.48
chr21.9437488	chr21	9437488	F	62	0.00	100.00
chr21.9437516	chr21	9437516	F	60	86.67	13.33
chr21.9437518	chr21	9437518	F	58	50.00	50.00
chr21.9437530	chr21	9437530	F	40	0.00	100.00
chr21.9437532	chr21	9437532	F	35	74.29	25.71
chr21.9437535	chr21	9437535	F	34	70.59	29.41
chr21.9437445	chr21	9437445	R	93	68.82	31.18
chr21.9437459	chr21	9437459	R	96	81.25	18.75
chr21.9437462	chr21	9437462	R	98	0.00	100.00
chr21.9437465	chr21	9437465	R	102	91.18	8.82
chr21.9437471	chr21	9437471	R	97	76.29	23.71
chr21.9437473	chr21	9437473	R	99	84.85	15.15
chr21.9437489	chr21	9437489	R	98	91.84	8.16
chr21.9437517	chr21	9437517	R	98	85.71	14.29
chr21.9437519	chr21	9437519	R	95	73.68	26.32
chr21.9437531	chr21	9437531	R	65	53.85	46.15
chr21.9437533	chr21	9437533	R	52	0.00	100.00
chr21.9437536	chr21	9437536	R	51	100.00	0.00
chr21.9437539	chr21	9437539	R	51	0.00	100.00
chr21.9540174	chr21	9540174	F	16	75.00	25.00
chr21.9540219	chr21	9540219	F	30	86.67	13.33
chr21.9540261	chr21	9540261	F	31	45.16	54.84
chr21.9540282	chr21	9540282	F	46	65.22	34.78
chr21.9540320	chr21	9540320	F	52	75.00	25.00
chr21.9540324	chr21	9540324	F	52	55.77	44.23
chr21.9540330	chr21	9540330	F	50	72.00	28.00
chr21.9540372	chr21	9540372	F	23	0.00	100.00
chr21.9540076	chr21	9540076	R	27	37.04	62.96
chr21.9540079	chr21	9540079	R	23	69.57	30.43
chr21.9540084	chr21	9540084	R	23	82.61	17.39
chr21.9540093	chr21	9540093	R	25	64.00	36.00
chr21.9540119	chr21	9540119	R	28	89.29	10.71
chr21.9540129	chr21	9540129	R	26	73.08	26.92
chr21.9540175	chr21	9540175	R	15	73.33	26.67
chr21.9540220	chr21	9540220	R	22	72.73	27.27
chr21.9540262	chr21	9540262	R	18	77.78	22.22
chr21.9540283	chr21	9540283	R	31	16.13	83.87
chr21.9540321	chr21	9540321	R	40	72.50	27.50
chr21.9540325	chr21	9540325	R	40	70.00	30.00
chr21.9540331	chr21	9540331	R	42	64.29	35.71
chr21.9540373	chr21	9540373	R	37	59.46	40.54
chr21.9540739	chr21	9540739	F	18	38.89	61.11
chr21.9540742	chr21	9540742	F	20	90.00	10.00
chr21.9540763	chr21	9540763	F	18	50.00	50.00
chr21.9540771	chr21	9540771	F	19	84.21	15.79
chr21.9540791	chr21	9540791	F	10	0.00	100.00
chr21.9540740	chr21	9540740	R	12	0.00	100.00
chr21.9540743	chr21	9540743	R	26	84.62	15.38
chr21.9540764	chr21	9540764	R	26	69.23	30.77
chr21.9540772	chr21	9540772	R	23	73.91	26.09
chr21.9540792	chr21	9540792	R	24	54.17	45.83
chr21.9541149	chr21	9541149	F	11	0.00	100.00
chr21.9541171	chr21	9541171	F	11	72.73	27.27
chr21.9543419	chr21	9543419	R	19	0.00	100.00
chr21.9543488	chr21	9543488	R	41	0.00	100.00
chr21.9543503	chr21	9543503	R	38	78.95	21.05
chr21.9574704	chr21	9574704	F	26	46.15	53.85
chr21.9574716	chr21	9574716	F	27	0.00	100.00
chr21.9574765	chr21	9574765	F	26	57.69	42.31
chr21.9574773	chr21	9574773	F	12	8.33	91.67
chr21.9574717	chr21	9574717	R	20	80.00	20.00
chr21.9574766	chr21	9574766	R	24	100.00	0.00
chr21.9574774	chr21	9574774	R	22	36.36	63.64
chr21.9593701	chr21	9593701	F	17	58.82	41.18
chr21.9593782	chr21	9593782	R	13	69.23	30.77
chr21.9647716	chr21	9647716	F	31	58.06	41.94
chr21.9647763	chr21	9647763	F	29	41.38	58.62
chr21.9647766	chr21	9647766	F	15	46.67	53.33
chr21.9647779	chr21	9647779	F	15	73.33	26.67
chr21.9647787	chr21	9647787	F	24	33.33	66.67
chr21.9647867	chr21	9647867	F	14	57.14	42.86
chr21.9647873	chr21	9647873	F	14	78.57	21.43
chr21.9647876	chr21	9647876	F	14	42.86	57.14
chr21.9647717	chr21	9647717	R	16	0.00	100.00
chr21.9647764	chr21	9647764	R	31	0.00	100.00
chr21.9647767	chr21	9647767	R	18	94.44	5.56
chr21.9647780	chr21	9647780	R	19	78.95	21.05
chr21.9647788	chr21	9647788	R	27	59.26	40.74
chr21.9647868	chr21	9647868	R	19	63.16	36.84
chr21.9647874	chr21	9647874	R	19	47.37	52.63
chr21.9647877	chr21	9647877	R	19	68.42	31.58
chr21.9647881	chr21	9647881	R	18	66.67	33.33
chr21.9664671	chr21	9664671	F	17	70.59	29.41
chr21.9664678	chr21	9664678	F	17	58.82	41.18
chr21.9664711	chr21	9664711	F	15	60.00	40.00
chr21.9664765	chr21	9664765	F	26	69.23	30.77
chr21.9664679	chr21	9664679	R	12	66.67	33.33
chr21.9664712	chr21	9664712	R	11	45.45	54.55
chr21.9664766	chr21	9664766	R	23	47.83	52.17
chr21.9664822	chr21	9664822	R	13	92.31	7.69
chr21.9695485	chr21	9695485	F	48	95.83	4.17
chr21.9695557	chr21	9695557	F	51	86.27	13.73
chr21.9695577	chr21	9695577	F	22	0.00	100.00
chr21.9695486	chr21	9695486	R	26	0.00	100.00
chr21.9695558	chr21	9695558	R	68	35.29	64.71
chr21.9695578	chr21	9695578	R	64	70.31	29.69
chr21.9702329	chr21	9702329	F	13	53.85	46.15
chr21.9702339	chr21	9702339	F	12	75.00	25.00
chr21.9702345	chr21	9702345	F	13	53.85	46.15
chr21.9702369	chr21	9702369	F	13	76.92	23.08
chr21.9702401	chr21	9702401	F	21	42.86	57.14
chr21.9702415	chr21	9702415	F	22	86.36	13.64
chr21.9702470	chr21	9702470	F	13	61.54	38.46
chr21.9702480	chr21	9702480	F	13	76.92	23.08
chr21.9702485	chr21	9702485	F	12	58.33	41.67
chr21.9702491	chr21	9702491	F	24	37.50	62.50
chr21.9702509	chr21	9702509	F	25	84.00	16.00
chr21.9702520	chr21	9702520	F	28	71.43	28.57
chr21.9702529	chr21	9702529	F	27	33.33	66.67
chr21.9702575	chr21	9702575	F	13	0.00	100.00
chr21.9702340	chr21	9702340	R	10	50.00	50.00
chr21.9702346	chr21	9702346	R	11	27.27	72.73
chr21.9702370	chr21	9702370	R	11	0.00	100.00
chr21.9702402	chr21	9702402	R	21	47.62	52.38
chr21.9702416	chr21	9702416	R	23	82.61	17.39
chr21.9702471	chr21	9702471	R	11	54.55	45.45
chr21.9702481	chr21	9702481	R	12	100.00	0.00
chr21.9702486	chr21	9702486	R	12	66.67	33.33
chr21.9702492	chr21	9702492	R	12	0.00	100.00
chr21.9704094	chr21	9704094	R	41	0.00	100.00
chr21.9704112	chr21	9704112	R	85	27.06	72.94
chr21.9704138	chr21	9704138	R	82	73.17	26.83
chr21.9704144	chr21	9704144	R	82	71.95	28.05
chr21.9704301	chr21	9704301	F	76	39.47	60.53
chr21.9704304	chr21	9704304	F	77	66.23	33.77
chr21.9704321	chr21	9704321	F	78	66.67	33.33
chr21.9704328	chr21	9704328	F	79	69.62	30.38
chr21.9704334	chr21	9704334	F	77	57.14	42.86
chr21.9704357	chr21	9704357	F	78	84.62	15.38
chr21.9704360	chr21	9704360	F	39	0.00	100.00
chr21.9704364	chr21	9704364	R	16	75.00	25.00
chr21.9704371	chr21	9704371	R	14	0.00	100.00
chr21.9704379	chr21	9704379	R	16	68.75	31.25
chr21.9704385	chr21	9704385	R	16	75.00	25.00
chr21.9704393	chr21	9704393	R	14	35.71	64.29
chr21.9704423	chr21	9704423	R	26	65.38	34.62
chr21.9704431	chr21	9704431	R	27	81.48	18.52
chr21.9704471	chr21	9704471	R	16	0.00	100.00
chr21.9704477	chr21	9704477	R	16	75.00	25.00
chr21.9704509	chr21	9704509	R	16	0.00	100.00
chr21.9704514	chr21	9704514	R	16	87.50	12.50
chr21.9708982	chr21	9708982	F	12	16.67	83.33
chr21.9708995	chr21	9708995	F	12	66.67	33.33
chr21.9709006	chr21	9709006	F	12	33.33	66.67
chr21.9709019	chr21	9709019	F	12	83.33	16.67
chr21.9709034	chr21	9709034	F	11	90.91	9.09
chr21.9709074	chr21	9709074	F	23	73.91	26.09
chr21.9709087	chr21	9709087	F	24	66.67	33.33
chr21.9709099	chr21	9709099	F	40	60.00	40.00
chr21.9709105	chr21	9709105	F	47	74.47	25.53
chr21.9709116	chr21	9709116	F	45	53.33	46.67
chr21.9709132	chr21	9709132	F	43	58.14	41.86
chr21.9709141	chr21	9709141	F	42	57.14	42.86
chr21.9709149	chr21	9709149	F	45	42.22	57.78
chr21.9709161	chr21	9709161	F	42	78.57	21.43
chr21.9709173	chr21	9709173	F	42	57.14	42.86
chr21.9709175	chr21	9709175	F	24	45.83	54.17
chr21.9709088	chr21	9709088	R	15	66.67	33.33
chr21.9709100	chr21	9709100	R	27	37.04	62.96
chr21.9709106	chr21	9709106	R	29	0.00	100.00
chr21.9709117	chr21	9709117	R	30	66.67	33.33
chr21.9709133	chr21	9709133	R	30	50.00	50.00
chr21.9709142	chr21	9709142	R	32	43.75	56.25
chr21.9709150	chr21	9709150	R	27	77.78	22.22
chr21.9709162	chr21	9709162	R	27	81.48	18.52
chr21.9709174	chr21	9709174	R	16	56.25	43.75
chr21.9709176	chr21	9709176	R	16	75.00	25.00
chr21.9709188	chr21	9709188	R	16	62.50	37.50
chr21.9717491	chr21	9717491	F	10	0.00	100.00
chr21.9717558	chr21	9717558	F	11	90.91	9.09
chr21.9717661	chr21	9717661	F	10	0.00	100.00
chr21.9717559	chr21	9717559	R	16	0.00	100.00
chr21.9717662	chr21	9717662	R	15	80.00	20.00
chr21.9717696	chr21	9717696	R	17	0.00	100.00
chr21.9718407	chr21	9718407	R	15	60.00	40.00
chr21.9825539	chr21	9825539	F	44	77.27	22.73
chr21.9825546	chr21	9825546	F	44	0.00	100.00
chr21.9825550	chr21	9825550	F	46	56.52	43.48
chr21.9825568	chr21	9825568	F	47	68.09	31.91
chr21.9825572	chr21	9825572	F	43	0.00	100.00
chr21.9825575	chr21	9825575	F	45	55.56	44.44
chr21.9825579	chr21	9825579	F	46	91.30	8.70
chr21.9825582	chr21	9825582	F	46	91.30	8.70
chr21.9825600	chr21	9825600	F	47	0.00	100.00
chr21.9825604	chr21	9825604	F	46	73.91	26.09
chr21.9825612	chr21	9825612	F	80	53.75	46.25
chr21.9825620	chr21	9825620	F	57	89.47	10.53
chr21.9825624	chr21	9825624	F	59	59.32	40.68
chr21.9825636	chr21	9825636	F	58	0.00	100.00
chr21.9825646	chr21	9825646	F	56	0.00	100.00
chr21.9825652	chr21	9825652	F	30	0.00	100.00
chr21.9825540	chr21	9825540	R	44	0.00	100.00
chr21.9825547	chr21	9825547	R	85	2.35	97.65
chr21.9825551	chr21	9825551	R	90	54.44	45.56
chr21.9825569	chr21	9825569	R	92	70.65	29.35
chr21.9825573	chr21	9825573	R	86	72.09	27.91
chr21.9825576	chr21	9825576	R	88	0.00	100.00
chr21.9825580	chr21	9825580	R	86	67.44	32.56
chr21.9825583	chr21	9825583	R	91	63.74	36.26
chr21.9825601	chr21	9825601	R	88	51.14	48.86
chr21.9825605	chr21	9825605	R	88	31.82	68.18
chr21.9825613	chr21	9825613	R	108	0.00	100.00
chr21.9825621	chr21	9825621	R	47	48.94	51.06
chr21.9825625	chr21	9825625	R	47	85.11	14.89
chr21.9825637	chr21	9825637	R	47	0.00	100.00
chr21.9825647	chr21	9825647	R	44	59.09	40.91
chr21.9825653	chr21	9825653	R	46	0.00	100.00
chr21.9825779	chr21	9825779	F	45	0.00	100.00
chr21.9825786	chr21	9825786	F	44	65.91	34.09
chr21.9825793	chr21	9825793	F	42	64.29	35.71
chr21.9825796	chr21	9825796	F	45	0.00	100.00
chr21.9825798	chr21	9825798	F	44	25.00	75.00
chr21.9825802	chr21	9825802	F	44	65.91	34.09
chr21.9825814	chr21	9825814	F	45	0.00	100.00
chr21.9825820	chr21	9825820	F	21	0.00	100.00
chr21.9825944	chr21	9825944	F	46	82.61	17.39
chr21.9825950	chr21	9825950	F	44	79.55	20.45
chr21.9825954	chr21	9825954	F	46	73.91	26.09
chr21.9825958	chr21	9825958	F	47	0.00	100.00
chr21.9825960	chr21	9825960	F	47	61.70	38.30
chr21.9825964	chr21	9825964	F	48	45.83	54.17
chr21.9825975	chr21	9825975	F	46	54.35	45.65
chr21.9825980	chr21	9825980	F	45	0.00	100.00
chr21.9825992	chr21	9825992	F	44	75.00	25.00
chr21.9825995	chr21	9825995	F	21	4.76	95.24
chr21.9825780	chr21	9825780	R	21	0.00	100.00
chr21.9825787	chr21	9825787	R	40	0.00	100.00
chr21.9825794	chr21	9825794	R	44	0.00	100.00
chr21.9825797	chr21	9825797	R	43	86.05	13.95
chr21.9825799	chr21	9825799	R	44	54.55	45.45
chr21.9825803	chr21	9825803	R	42	0.00	100.00
chr21.9825815	chr21	9825815	R	43	65.12	34.88
chr21.9825821	chr21	9825821	R	43	83.72	16.28
chr21.9825829	chr21	9825829	R	12	0.00	100.00
chr21.9825833	chr21	9825833	R	26	76.92	23.08
chr21.9825835	chr21	9825835	R	27	40.74	59.26
chr21.9825841	chr21	9825841	R	28	0.00	100.00
chr21.9825844	chr21	9825844	R	27	0.00	100.00
chr21.9825847	chr21	9825847	R	28	0.00	100.00
chr21.9825863	chr21	9825863	R	25	0.00	100.00
chr21.9825865	chr21	9825865	R	25	8.00	92.00
chr21.9825872	chr21	9825872	R	26	92.31	7.69
chr21.9825875	chr21	9825875	R	27	0.00	100.00
chr21.9825882	chr21	9825882	R	26	0.00	100.00
chr21.9825945	chr21	9825945	R	18	0.00	100.00
chr21.9825951	chr21	9825951	R	37	0.00	100.00
chr21.9825955	chr21	9825955	R	36	66.67	33.33
chr21.9825959	chr21	9825959	R	34	50.00	50.00
chr21.9825961	chr21	9825961	R	37	0.00	100.00
chr21.9825965	chr21	9825965	R	37	83.78	16.22
chr21.9825976	chr21	9825976	R	37	67.57	32.43
chr21.9825981	chr21	9825981	R	37	89.19	10.81
chr21.9825993	chr21	9825993	R	35	68.57	31.43
chr21.9825996	chr21	9825996	R	38	100.00	0.00
chr21.9826239	chr21	9826239	F	40	67.50	32.50
chr21.9826247	chr21	9826247	F	40	0.00	100.00
chr21.9826251	chr21	9826251	F	41	65.85	34.15
chr21.9826255	chr21	9826255	F	39	43.59	56.41
chr21.9826258	chr21	9826258	F	40	0.00	100.00
chr21.9826265	chr21	9826265	F	40	0.00	100.00
chr21.9826272	chr21	9826272	F	39	0.00	100.00
chr21.9826279	chr21	9826279	F	41	0.00	100.00
chr21.9826287	chr21	9826287	F	21	0.00	100.00
chr21.9826386	chr21	9826386	F	36	0.00	100.00
chr21.9826392	chr21	9826392	F	35	48.57	51.43
chr21.9826396	chr21	9826396	F	36	66.67	33.33
chr21.9826411	chr21	9826411	F	36	72.22	27.78
chr21.9826414	chr21	9826414	F	35	65.71	34.29
chr21.9826421	chr21	9826421	F	33	0.00	100.00
chr21.9826436	chr21	9826436	F	34	0.00	100.00
chr21.9826440	chr21	9826440	F	34	64.71	35.29
chr21.9826442	chr21	9826442	F	35	68.57	31.43
chr21.9826446	chr21	9826446	F	33	0.00	100.00
chr21.9826449	chr21	9826449	F	16	0.00	100.00
chr21.9826240	chr21	9826240	R	10	0.00	100.00
chr21.9826248	chr21	9826248	R	22	36.36	63.64
chr21.9826252	chr21	9826252	R	22	0.00	100.00
chr21.9826256	chr21	9826256	R	21	0.00	100.00
chr21.9826259	chr21	9826259	R	21	19.05	80.95
chr21.9826266	chr21	9826266	R	20	80.00	20.00
chr21.9826273	chr21	9826273	R	22	63.64	36.36
chr21.9826280	chr21	9826280	R	21	80.95	19.05
chr21.9826288	chr21	9826288	R	18	0.00	100.00
chr21.9826387	chr21	9826387	R	17	0.00	100.00
chr21.9826393	chr21	9826393	R	35	65.71	34.29
chr21.9826397	chr21	9826397	R	35	68.57	31.43
chr21.9826412	chr21	9826412	R	32	71.88	28.12
chr21.9826415	chr21	9826415	R	36	83.33	16.67
chr21.9826422	chr21	9826422	R	33	54.55	45.45
chr21.9826437	chr21	9826437	R	35	91.43	8.57
chr21.9826441	chr21	9826441	R	36	0.00	100.00
chr21.9826443	chr21	9826443	R	34	0.00	100.00
chr21.9826447	chr21	9826447	R	32	0.00	100.00
chr21.9826450	chr21	9826450	R	36	0.00	100.00
chr21.9826577	chr21	9826577	F	23	69.57	30.43
chr21.9826581	chr21	9826581	F	21	100.00	0.00
chr21.9826584	chr21	9826584	F	23	78.26	21.74
chr21.9826590	chr21	9826590	F	23	0.00	100.00
chr21.9826595	chr21	9826595	F	21	0.00	100.00
chr21.9826597	chr21	9826597	F	24	75.00	25.00
chr21.9826602	chr21	9826602	F	24	75.00	25.00
chr21.9826606	chr21	9826606	F	19	84.21	15.79
chr21.9826611	chr21	9826611	F	21	0.00	100.00
chr21.9826614	chr21	9826614	F	22	90.91	9.09
chr21.9826620	chr21	9826620	F	23	86.96	13.04
chr21.9826625	chr21	9826625	F	20	0.00	100.00
chr21.9826628	chr21	9826628	F	22	54.55	45.45
chr21.9826631	chr21	9826631	F	23	73.91	26.09
chr21.9826635	chr21	9826635	F	22	0.00	100.00
chr21.9826637	chr21	9826637	F	21	57.14	42.86
chr21.9826641	chr21	9826641	F	23	0.00	100.00
chr21.9826644	chr21	9826644	F	12	0.00	100.00
chr21.9826688	chr21	9826688	F	36	0.00	100.00
chr21.9826692	chr21	9826692	F	37	0.00	100.00
chr21.9826694	chr21	9826694	F	39	0.00	100.00
chr21.9826699	chr21	9826699	F	40	0.00	100.00
chr21.9826704	chr21	9826704	F	40	70.00	30.00
chr21.9826708	chr21	9826708	F	37	78.38	21.62
chr21.9826716	chr21	9826716	F	36	0.00	100.00
chr21.9826718	chr21	9826718	F	40	0.00	100.00
chr21.9826722	chr21	9826722	F	37	40.54	59.46
chr21.9826726	chr21	9826726	F	40	75.00	25.00
chr21.9826728	chr21	9826728	F	38	68.42	31.58
chr21.9826731	chr21	9826731	F	37	67.57	32.43
chr21.9826739	chr21	9826739	F	38	73.68	26.32
chr21.9826742	chr21	9826742	F	37	75.68	24.32
chr21.9826744	chr21	9826744	F	38	31.58	68.42
chr21.9826755	chr21	9826755	F	40	30.00	70.00
chr21.9826757	chr21	9826757	F	39	71.79	28.21
chr21.9826765	chr21	9826765	F	18	0.00	100.00
chr21.9826840	chr21	9826840	F	34	0.00	100.00
chr21.9826844	chr21	9826844	F	33	72.73	27.27
chr21.9826847	chr21	9826847	F	37	0.00	100.00
chr21.9826853	chr21	9826853	F	36	44.44	55.56
chr21.9826855	chr21	9826855	F	35	65.71	34.29
chr21.9826859	chr21	9826859	F	36	44.44	55.56
chr21.9826863	chr21	9826863	F	36	72.22	27.78
chr21.9826873	chr21	9826873	F	38	44.74	55.26
chr21.9826877	chr21	9826877	F	38	68.42	31.58
chr21.9826881	chr21	9826881	F	36	72.22	27.78
chr21.9826885	chr21	9826885	F	34	76.47	23.53
chr21.9826887	chr21	9826887	F	38	0.00	100.00
chr21.9826892	chr21	9826892	F	39	58.97	41.03
chr21.9826896	chr21	9826896	F	37	51.35	48.65
chr21.9826900	chr21	9826900	F	36	58.33	41.67
chr21.9826904	chr21	9826904	F	35	57.14	42.86
chr21.9826908	chr21	9826908	F	39	58.97	41.03
chr21.9826911	chr21	9826911	F	37	89.19	10.81
chr21.9826920	chr21	9826920	F	40	80.00	20.00
chr21.9826926	chr21	9826926	F	33	0.00	100.00
chr21.9826931	chr21	9826931	F	33	0.00	100.00
chr21.9826934	chr21	9826934	F	14	0.00	100.00
chr21.9826970	chr21	9826970	F	46	56.52	43.48
chr21.9826974	chr21	9826974	F	46	60.87	39.13
chr21.9826976	chr21	9826976	F	45	0.00	100.00
chr21.9826979	chr21	9826979	F	60	43.33	56.67
chr21.9826987	chr21	9826987	F	79	50.63	49.37
chr21.9826990	chr21	9826990	F	82	43.90	56.10
chr21.9826992	chr21	9826992	F	81	0.00	100.00
chr21.9827069	chr21	9827069	F	79	70.89	29.11
chr21.9827073	chr21	9827073	F	45	62.22	37.78
chr21.9827077	chr21	9827077	F	51	0.00	100.00
chr21.9827093	chr21	9827093	F	52	0.00	100.00
chr21.9827129	chr21	9827129	F	49	59.18	40.82
chr21.9827133	chr21	9827133	F	49	77.55	22.45
chr21.9827183	chr21	9827183	F	48	0.00	100.00
chr21.9827186	chr21	9827186	F	48	68.75	31.25
chr21.9827190	chr21	9827190	F	47	80.85	19.15
chr21.9827203	chr21	9827203	F	51	66.67	33.33
chr21.9827205	chr21	9827205	F	50	80.00	20.00
chr21.9827216	chr21	9827216	F	48	0.00	100.00
chr21.9827282	chr21	9827282	F	12	41.67	58.33
chr21.9827285	chr21	9827285	F	12	0.00	100.00
chr21.9827310	chr21	9827310	F	12	0.00	100.00
chr21.9827319	chr21	9827319	F	12	0.00	100.00
chr21.9827323	chr21	9827323	F	12	41.67	58.33
chr21.9827330	chr21	9827330	F	12	100.00	0.00
chr21.9827335	chr21	9827335	F	12	41.67	58.33
chr21.9827338	chr21	9827338	F	18	0.00	100.00
chr21.9827341	chr21	9827341	F	20	0.00	100.00
chr21.9827350	chr21	9827350	F	22	0.00	100.00
chr21.9827354	chr21	9827354	F	23	100.00	0.00
chr21.9827373	chr21	9827373	F	20	75.00	25.00
chr21.9827383	chr21	9827383	F	12	0.00	100.00
chr21.9827386	chr21	9827386	F	11	90.91	9.09
chr21.9827406	chr21	9827406	F	12	0.00	100.00
chr21.9827413	chr21	9827413	F	10	10.00	90.00
chr21.9827434	chr21	9827434	F	76	59.21	40.79
chr21.9827454	chr21	9827454	F	75	0.00	100.00
chr21.9827483	chr21	9827483	F	78	0.00	100.00
chr21.9827485	chr21	9827485	F	78	61.54	38.46
chr21.9827502	chr21	9827502	F	74	72.97	27.03
chr21.9827507	chr21	9827507	F	39	0.00	100.00
chr21.9826582	chr21	9826582	R	16	87.50	12.50
chr21.9826585	chr21	9826585	R	17	0.00	100.00
chr21.9826591	chr21	9826591	R	17	100.00	0.00
chr21.9826596	chr21	9826596	R	16	0.00	100.00
chr21.9826598	chr21	9826598	R	16	31.25	68.75
