chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr21	11099250	0.8333	0.1333	0.0333	0.8333	-1	-0.347	-1	1251	23.75	15.5
chr21	11099255	0.5	0.5	0	0.5	-1	-0.4301	-1	1252	15.5	14
chr21	11106788	0.6	0.3333	0.0667	0.6	-1	-0.4588	-1	1265	20.5	14.25
chr21	11106789	0.6667	0.3333	0	0.6667	-1	-0.4116	-1	1266	17	12.25
chr21	11106799	0.8333	0.1667	0	0.8333	-1	-0.6504	-1	1269	20.5	14.25
chr21	11106863	1	0	0	1	-1	-0.872	-1	1275	11.75	32.5
chr21	11106877	0.5333	0.4333	0.0333	0.5333	-1	-0.322	-1	1280	11.75	32.5
chr21	11106887	0.9	0.1	0	0.9	-1	-0.5414	-1	1282	11.75	32.5
chr21	11106888	0.9	0.1	0	0.9	-1	-0.7226	-1	1283	14	27.5
chr21	11106904	0.9667	0.0333	0	0.9667	-1	-0.4979	-1	1284	11.75	32.5
chr21	11116690	0.0667	0.1667	0.7667	0.7667	1	0.3193	1	1309	21	13.5
chr21	11116699	0.0667	0.2333	0.7	0.7	1	0.4026	1	1310	21	13.5
chr21	11116785	0.6	0.4	0	0.6	-1	-0.343	-1	1313	21	13.5
chr21	11135490	0.5333	0.4333	0.0333	0.5333	-1	-0.5353	-1	1337	13	7.5
chr21	11169151	0.5667	0.4333	0	0.5667	-1	-0.3229	-1	1422	20	8.25
chr21	14409963	0.0333	0.4	0.5667	0.5667	1	0.3354	1	1473	23	15.5
chr21	14565026	0	0.3333	0.6667	0.6667	1	0.3714	1	1491	12	15.75
chr21	14568665	0.0667	0.3333	0.6	0.6	1	0.3058	1	1528	21.25	12
chr21	14568842	0	0.4667	0.5333	0.5333	1	0.595	1	1545	38.25	6.5
chr21	14568846	0.6333	0.3333	0.0333	0.6333	-1	-0.3174	-1	1546	38.25	6.5
chr21	14569091	0.5667	0.4333	0	0.5667	-1	-0.4729	-1	1569	15.25	7.25
chr21	14625540	0.0667	0.4333	0.5	0.5	1	0.3728	1	1575	24.5	10.25
chr21	14625560	0.0333	0.3667	0.6	0.6	1	0.3004	1	1578	20	20.5
chr21	14740552	0.0333	0.3667	0.6	0.6	1	0.3981	1	1609	16	10.5
chr21	14744733	0.6333	0.3333	0.0333	0.6333	-1	-0.3931	-1	1624	11.75	18
chr21	14751241	0	0.4333	0.5667	0.5667	1	0.3955	1	1635	6	11.5
chr21	14751479	0.5	0.5	0	0.5	-1	-0.3578	-1	1647	20	5.25
chr21	14800847	0	0.3667	0.6333	0.6333	1	0.4018	1	1684	6	24
chr21	14855059	0.6333	0.2667	0.1	0.6333	-1	-0.4078	-1	1692	24.75	19.5
chr21	15069357	0	0.4333	0.5667	0.5667	1	0.4139	1	1886	8	29.75
chr21	15077622	0	0.3333	0.6667	0.6667	1	0.4481	1	1936	34.25	40.5
chr21	15086217	0.5333	0.4667	0	0.5333	-1	-0.4164	-1	1982	3.25	11.75
chr21	15308344	0.9667	0.0333	0	0.9667	-1	-0.5926	-1	2226	17.25	19.5
chr21	15308345	0.6	0.4	0	0.6	-1	-0.3562	-1	2227	17.75	16
chr21	15308412	1	0	0	1	-1	-1	-1	2228	12	11.25
chr21	15308413	0.9667	0.0333	0	0.9667	-1	-0.9896	-1	2229	12.75	8.75
chr21	15308422	0.6	0.4	0	0.6	-1	-0.653	-1	2231	12.75	8.75
chr21	15308486	0.9333	0.0667	0	0.9333	-1	-0.9938	-1	2233	8	14.25
chr21	15308845	1	0	0	1	-1	-0.9432	-1	2236	15.75	14.75
chr21	15308866	0.5333	0.4667	0	0.5333	-1	-0.6396	-1	2237	15.75	14.75
chr21	15308877	0.5	0.5	0	0.5	-1	-0.7386	-1	2239	15.75	14.75
chr21	15336130	0.5667	0.4333	0	0.5667	-1	-0.5771	-1	2241	11.5	5.5
chr21	15353428	0	0.2333	0.7667	0.7667	1	0.5523	1	2247	27	19.75
chr21	15353751	0.6667	0.3	0.0333	0.6667	-1	-0.4211	-1	2262	12.25	21
chr21	15399325	0.6667	0.3333	0	0.6667	-1	-0.4542	-1	2313	10	13.25
chr21	15416760	0	0.2	0.8	0.8	1	0.7455	1	2341	8	8.25
chr21	15427022	0	0.4667	0.5333	0.5333	1	0.6023	1	2356	16	6.75
chr21	15430513	0	0.4667	0.5333	0.5333	1	0.596	1	2360	12.5	9
chr21	15436221	1	0	0	1	-1	-0.8604	-1	2369	6.75	18.25
chr21	15436245	0.7333	0.2667	0	0.7333	-1	-0.5302	-1	2373	6.75	18.25
chr21	15436246	0.9	0.1	0	0.9	-1	-0.6028	-1	2374	4.5	19.25
chr21	15436261	0.8333	0.1667	0	0.8333	-1	-0.4812	-1	2376	18.75	38.75
chr21	15436342	0.8333	0.1667	0	0.8333	-1	-0.732	-1	2378	13.75	11
chr21	15436349	1	0	0	1	-1	-0.9643	-1	2380	13.75	11
chr21	15436350	1	0	0	1	-1	-1	-1	2381	11.25	11.25
chr21	15436351	1	0	0	1	-1	-0.9868	-1	2382	13.75	11
chr21	15436352	0.9333	0.0667	0	0.9333	-1	-0.8958	-1	2383	11.25	11.25
chr21	15436360	0.8667	0.1333	0	0.8667	-1	-0.8676	-1	2384	13.75	11
chr21	15436361	0.8	0.2	0	0.8	-1	-0.5674	-1	2385	11.25	11.25
chr21	15436365	0.7333	0.2667	0	0.7333	-1	-0.875	-1	2389	11.25	11.25
chr21	15436371	1	0	0	1	-1	-0.8379	-1	2390	13.75	11
chr21	15436390	0.8333	0.1667	0	0.8333	-1	-0.9219	-1	2392	13.75	11
chr21	15436412	0.9333	0.0667	0	0.9333	-1	-0.9079	-1	2396	13.75	11
chr21	15436420	0.8333	0.1667	0	0.8333	-1	-0.866	-1	2399	11.25	11.25
chr21	15436733	1	0	0	1	-1	-1	-1	2401	9.5	20
chr21	15436741	0.8333	0.1667	0	0.8333	-1	-0.7017	-1	2402	9.5	20
chr21	15436742	1	0	0	1	-1	-0.9126	-1	2403	7.75	19.25
chr21	15436764	0.9667	0.0333	0	0.9667	-1	-0.8914	-1	2404	9.5	20
chr21	15436780	0.8	0.2	0	0.8	-1	-0.8164	-1	2408	9.5	20
chr21	15436785	0.7	0.3	0	0.7	-1	-0.6966	-1	2410	9.5	20
chr21	15436809	0.9	0.1	0	0.9	-1	-0.9959	-1	2417	7.75	19.25
chr21	15436853	0.8667	0.1333	0	0.8667	-1	-0.5761	-1	2422	9.5	20
chr21	15436854	0.8667	0.1333	0	0.8667	-1	-0.875	-1	2423	7.75	19.25
chr21	15588643	0	0.0333	0.9667	0.9667	1	0.7565	1	2767	18.5	6.5
chr21	15588646	0	0.4	0.6	0.6	1	0.5328	1	2768	18.5	6.5
chr21	15673547	0	0.4333	0.5667	0.5667	1	0.3077	1	2795	43.75	11
chr21	15755263	0.6333	0.3333	0.0333	0.6333	-1	-0.444	-1	2807	22.25	11.25
chr21	15755278	0.5667	0.4333	0	0.5667	-1	-0.5212	-1	2811	22.25	11.25
chr21	15755385	0.6	0.4	0	0.6	-1	-0.6073	-1	2820	25.25	10.75
chr21	15755538	0.5333	0.4667	0	0.5333	-1	-0.4242	-1	2837	20.75	12.75
chr21	15869853	0.5667	0.4333	0	0.5667	-1	-0.5003	-1	2875	15.25	16.5
chr21	15869868	0	0.2667	0.7333	0.7333	1	0.3762	1	2880	15.25	17
chr21	15902420	0.0333	0.2333	0.7333	0.7333	1	0.4234	1	2898	22.25	22
chr21	15978440	0.0333	0.2333	0.7333	0.7333	1	0.3104	1	2911	20.25	31
chr21	16057183	0	0.4333	0.5667	0.5667	1	0.5083	1	2926	13.75	13
chr21	16192229	0.6	0.3667	0.0333	0.6	-1	-0.3375	-1	2927	6	15
chr21	16416337	0.0333	0.4	0.5667	0.5667	1	0.3411	1	2963	15.5	17.5
chr21	16436688	0	0.4	0.6	0.6	1	0.4582	1	2974	16.75	19.5
chr21	16436691	0	0	1	1	1	0.6984	1	2975	16.75	19.5
chr21	16436696	0	0.2667	0.7333	0.7333	1	0.5647	1	2976	16.75	19.5
chr21	16436732	0	0.2	0.8	0.8	1	0.515	1	2985	15.75	3.5
chr21	16436773	0	0.3667	0.6333	0.6333	1	0.5791	1	2993	14.75	24
chr21	16436795	0	0	1	1	1	0.7952	1	2997	14.75	24
chr21	16436826	0	0.4333	0.5667	0.5667	1	0.4557	1	3000	14.75	24
chr21	16436831	0	0.1333	0.8667	0.8667	1	0.6199	1	3001	14.75	24
chr21	16436930	0	0.0667	0.9333	0.9333	1	0.777	1	3004	2.25	11.75
chr21	16436941	0	0	1	1	1	0.8542	1	3006	2.25	11.75
chr21	16436944	0	0.0333	0.9667	0.9667	1	0.8542	1	3007	2.25	11.75
chr21	16436958	0	0.1	0.9	0.9	1	0.7917	1	3010	2.25	11.75
chr21	16436960	0	0.5	0.5	0.5	1	0.6042	1	3011	2.25	11.75
chr21	16437022	0	0	1	1	1	0.7146	1	3019	29.75	28.75
chr21	16437025	0	0.3	0.7	0.7	1	0.6004	1	3021	29.75	28.75
chr21	16437029	0	0.0667	0.9333	0.9333	1	0.6594	1	3023	29.75	28.75
chr21	16437030	0	0.1667	0.8333	0.8333	1	0.4771	1	3024	31.5	24.25
chr21	16437041	0	0	1	1	1	0.5654	1	3025	29.75	28.75
chr21	16437050	0	0.0333	0.9667	0.9667	1	0.5864	1	3027	29.75	28.75
chr21	16437051	0	0	1	1	1	0.6184	1	3028	31.5	24.25
chr21	16437056	0	0.1333	0.8667	0.8667	1	0.5244	1	3031	29.75	28.75
chr21	16437073	0	0.4667	0.5333	0.5333	1	0.6348	1	3033	29.75	28.75
chr21	16437078	0	0.1	0.9	0.9	1	0.622	1	3037	29.75	28.75
chr21	16437108	0	0.0667	0.9333	0.9333	1	0.6593	1	3044	22	21.5
chr21	16437112	0	0.0667	0.9333	0.9333	1	0.5648	1	3045	19.25	19.5
chr21	16437114	0	0.4	0.6	0.6	1	0.4746	1	3047	19.25	19.5
chr21	16437120	0	0.0333	0.9667	0.9667	1	0.7004	1	3049	19.25	19.5
chr21	16437127	0	0.2333	0.7667	0.7667	1	0.5121	1	3051	19.25	19.5
chr21	16437128	0	0.4	0.6	0.6	1	0.5394	1	3052	22	21.5
chr21	16437132	0	0.1	0.9	0.9	1	0.6097	1	3053	19.25	19.5
chr21	16437133	0	0.4333	0.5667	0.5667	1	0.5412	1	3054	22	21.5
chr21	16437143	0	0.4333	0.5667	0.5667	1	0.4716	1	3056	22	21.5
chr21	16437150	0	0.3	0.7	0.7	1	0.4304	1	3057	11	22.25
chr21	16437154	0	0.4333	0.5667	0.5667	1	0.4375	1	3060	7.5	22
chr21	16437187	0	0.4333	0.5667	0.5667	1	0.6356	1	3070	7.5	22
chr21	16437200	0	0.1333	0.8667	0.8667	1	0.5625	1	3077	11	22.25
chr21	16437201	0	0.0667	0.9333	0.9333	1	0.6958	1	3078	7.5	22
chr21	16437208	0	0	1	1	1	0.6772	1	3079	11	22.25
chr21	16437209	0	0	1	1	1	0.8201	1	3080	7.5	22
chr21	16437212	0	0.1	0.9	0.9	1	0.4336	1	3081	11	22.25
chr21	16437213	0	0.2667	0.7333	0.7333	1	0.4667	1	3082	7.5	22
chr21	16437216	0	0.4	0.6	0.6	1	0.4045	1	3083	11	22.25
chr21	16437223	0	0.0333	0.9667	0.9667	1	0.6792	1	3088	7.5	22
chr21	16437224	0	0	1	1	1	0.7064	1	3089	11	22.25
chr21	16437227	0	0.0333	0.9667	0.9667	1	0.7084	1	3092	7.5	22
chr21	16437233	0	0.2333	0.7667	0.7667	1	0.5583	1	3093	11	22.25
chr21	16437234	0	0.2667	0.7333	0.7333	1	0.6916	1	3094	7.5	22
chr21	16437250	0	0.4333	0.5667	0.5667	1	0.5375	1	3100	7.5	22
chr21	16437740	0	0	1	1	1	0.7654	1	3109	12.25	6.5
chr21	16437768	0	0.0333	0.9667	0.9667	1	0.6246	1	3113	12.25	6.5
chr21	16437769	0	0.1	0.9	0.9	1	0.453	1	3114	10.25	8.25
chr21	16591855	0.6	0.4	0	0.6	-1	-0.5161	-1	3152	22.25	5
chr21	16591883	0	0.3	0.7	0.7	1	0.4986	1	3153	22.25	5
chr21	16601333	0	0.3667	0.6333	0.6333	1	0.4162	1	3154	12	4
chr21	16639386	0.0333	0.4667	0.5	0.5	1	0.3747	1	3157	25.25	10.25
chr21	16639595	0.5333	0.4667	0	0.5333	-1	-0.3854	-1	3169	18.25	17.5
chr21	16639620	0	0.3667	0.6333	0.6333	1	0.3521	1	3171	18.25	17.5
chr21	16660933	0.0333	0.2	0.7667	0.7667	1	0.3443	1	3177	20	17.75
chr21	16686849	0.7667	0.2333	0	0.7667	-1	-0.6523	-1	3230	6.75	17.25
chr21	16686940	0.5	0.5	0	0.5	-1	-0.5804	-1	3233	7	14
chr21	16686944	0.5333	0.4	0.0667	0.5333	-1	-0.3425	-1	3234	6.75	17.25
chr21	16686989	0.0667	0.3667	0.5667	0.5667	1	0.3942	1	3240	7	14
chr21	17102021	0	0.4333	0.5667	0.5667	1	0.5861	1	3341	11	16
chr21	17102252	0.5667	0.4	0.0333	0.5667	-1	-0.4174	-1	3368	12.25	23.5
chr21	17246032	0.0333	0.4	0.5667	0.5667	1	0.3467	1	3453	13	5.25
chr21	17246042	0	0.4667	0.5333	0.5333	1	0.359	1	3454	10.25	7.5
chr21	17246101	0.1	0.3667	0.5333	0.5333	1	0.4246	1	3460	10.25	7.5
chr21	17398822	0	0.4333	0.5667	0.5667	1	0.4352	1	3493	21.75	5.75
chr21	17418727	0	0.5	0.5	0.5	1	0.4715	1	3535	12.5	30.5
chr21	17671653	0.8333	0.1667	0	0.8333	-1	-0.5346	-1	3571	16.75	6.5
chr21	17725645	0.5333	0.4333	0.0333	0.5333	-1	-0.3575	-1	3584	19.5	7.5
chr21	17729517	0.7	0.2667	0.0333	0.7	-1	-0.4677	-1	3597	10.75	38.75
chr21	17758565	0	0.0667	0.9333	0.9333	1	0.549	1	3619	15.25	15
chr21	17930418	0.5	0.4667	0.0333	0.5	-1	-0.3042	-1	3632	21.75	17.25
chr21	17930520	0	0.4	0.6	0.6	1	0.338	1	3634	25	21.75
chr21	18010808	0	0.3	0.7	0.7	1	0.4658	1	3702	14	22.5
chr21	18032647	0.5667	0.4	0.0333	0.5667	-1	-0.401	-1	3707	4.25	7.5
chr21	18032835	0	0.3	0.7	0.7	1	0.5506	1	3714	4.25	7.5
chr21	18102579	0	0.0333	0.9667	0.9667	1	0.763	1	3720	14.5	7.25
chr21	18542162	0.0667	0.4333	0.5	0.5	1	0.377	1	3784	19.75	13.25
chr21	18542222	0	0.4	0.6	0.6	1	0.4756	1	3785	19.75	13.25
chr21	18665273	0	0.4667	0.5333	0.5333	1	0.45	1	3807	5.25	25.5
chr21	18665294	0.7667	0.2	0.0333	0.7667	-1	-0.4168	-1	3808	4.5	22.25
chr21	18708480	0.0333	0.3333	0.6333	0.6333	1	0.3014	1	3829	13	29.5
chr21	18748530	0	0.3333	0.6667	0.6667	1	0.3957	1	3871	5.75	20.5
chr21	18748614	0	0.4333	0.5667	0.5667	1	0.6131	1	3879	5.75	20.5
chr21	18748652	0.0333	0.3667	0.6	0.6	1	0.4068	1	3885	5.75	20.5
chr21	18826054	0.5333	0.4333	0.0333	0.5333	-1	-0.3798	-1	3976	7	10
chr21	18826252	0.7333	0.2667	0	0.7333	-1	-0.3062	-1	3994	21.75	11
chr21	18826284	0.5	0.4667	0.0333	0.5	-1	-0.4525	-1	4002	21.75	11
chr21	18834339	0	0.3333	0.6667	0.6667	1	0.4305	1	4022	13.25	12.75
chr21	18839321	0	0.5	0.5	0.5	1	0.5228	1	4052	20.25	14.75
chr21	18853279	0.6	0.4	0	0.6	-1	-0.6114	-1	4076	19.5	14
chr21	18857604	0	0.3333	0.6667	0.6667	1	0.5568	1	4085	18.5	11
chr21	18857661	0	0.4333	0.5667	0.5667	1	0.4011	1	4098	17.25	11.75
chr21	18882679	0.5	0.4333	0.0667	0.5	-1	-0.3021	-1	4107	21.75	15.25
chr21	18882955	0.6	0.4	0	0.6	-1	-0.5105	-1	4114	15.25	7.5
chr21	18885536	0	0.2	0.8	0.8	1	0.7768	1	4120	9.25	15.75
chr21	18885549	0	0.0667	0.9333	0.9333	1	0.6547	1	4126	9.25	15.75
chr21	18885644	0	0.1	0.9	0.9	1	0.6607	1	4144	9.25	15.75
chr21	18885727	0	0.4667	0.5333	0.5333	1	0.5202	1	4152	13.25	27.25
chr21	18885742	0	0	1	1	1	0.6896	1	4155	15	27.25
chr21	18885743	0	0	1	1	1	0.7238	1	4156	13.25	27.25
chr21	18885753	0	0.0333	0.9667	0.9667	1	0.837	1	4158	13.25	27.25
chr21	18885758	0	0.5	0.5	0.5	1	0.6208	1	4161	15	27.25
chr21	18885762	0	0.4667	0.5333	0.5333	1	0.5357	1	4164	13.25	27.25
chr21	18885766	0	0	1	1	1	0.9021	1	4165	15	27.25
chr21	18885767	0	0.0333	0.9667	0.9667	1	0.6821	1	4166	13.25	27.25
chr21	18885772	0	0.4	0.6	0.6	1	0.499	1	4167	15	27.25
chr21	18936152	0	0.1	0.9	0.9	1	0.3471	1	4262	17.5	24.5
chr21	18984625	0	0.3333	0.6667	0.6667	1	0.7561	1	4282	10.5	21.75
chr21	18984627	0	0.1333	0.8667	0.8667	1	0.6788	1	4284	10.5	21.75
chr21	18984646	0	0	1	1	1	0.841	1	4286	10.5	21.75
chr21	18984669	0	0	1	1	1	0.8626	1	4290	10.5	21.75
chr21	18984671	0	0.4	0.6	0.6	1	0.7925	1	4292	10.5	21.75
chr21	18984672	0	0	1	1	1	0.6481	1	4293	11	26.25
chr21	18984699	0	0.0333	0.9667	0.9667	1	0.7568	1	4294	10.5	21.75
chr21	18984700	0	0.3667	0.6333	0.6333	1	0.5854	1	4295	11	26.25
chr21	18984701	0	0	1	1	1	0.8758	1	4296	10.5	21.75
chr21	18984702	0	0.4667	0.5333	0.5333	1	0.5532	1	4297	11	26.25
chr21	18984711	0	0.1	0.9	0.9	1	0.8031	1	4299	11	26.25
chr21	18984719	0	0.0667	0.9333	0.9333	1	0.9891	1	4301	11	26.25
chr21	18984724	0	0	1	1	1	0.9058	1	4302	9	11
chr21	18984725	0	0.3667	0.6333	0.6333	1	0.5909	1	4303	8	11.25
chr21	18984734	0	0.3667	0.6333	0.6333	1	0.8106	1	4304	9	11
chr21	18984737	0	0.0333	0.9667	0.9667	1	0.9261	1	4307	8	11.25
chr21	18984748	0	0.1333	0.8667	0.8667	1	0.8206	1	4308	9	11
chr21	18984749	0	0	1	1	1	0.9659	1	4309	8	11.25
chr21	18984770	0	0.2	0.8	0.8	1	0.4958	1	4312	9	11
chr21	18984793	0	0.0333	0.9667	0.9667	1	0.913	1	4318	9	11
chr21	18984794	0	0.3333	0.6667	0.6667	1	0.5261	1	4319	8	11.25
chr21	18984802	0	0.3667	0.6333	0.6333	1	0.6141	1	4320	9	11
chr21	18984803	0	0	1	1	1	0.8432	1	4321	8	11.25
chr21	18984805	0	0.4667	0.5333	0.5333	1	0.642	1	4323	8	11.25
chr21	18984814	0	0.4667	0.5333	0.5333	1	0.5417	1	4324	9	11
chr21	18984816	0	0	1	1	1	0.9583	1	4326	9	11
chr21	18984817	0	0.0667	0.9333	0.9333	1	0.6427	1	4327	8	11.25
chr21	18984821	0	0	1	1	1	0.7308	1	4328	9	11
chr21	18984827	0	0.0333	0.9667	0.9667	1	0.8931	1	4330	9	11
chr21	18984830	0	0.1333	0.8667	0.8667	1	0.6657	1	4333	8	11.25
chr21	18984842	0	0.2667	0.7333	0.7333	1	0.4917	1	4336	9	11
chr21	18984850	0	0.2333	0.7667	0.7667	1	0.8022	1	4338	9	11
chr21	18984853	0	0.1333	0.8667	0.8667	1	0.6605	1	4340	9	11
chr21	18985105	0	0.2333	0.7667	0.7667	1	0.7829	1	4348	25.75	16.5
chr21	18985107	0	0.4667	0.5333	0.5333	1	0.666	1	4349	25.75	16.5
chr21	18985124	0	0	1	1	1	0.8517	1	4350	25.75	16.5
chr21	18985136	0	0.5	0.5	0.5	1	0.5503	1	4352	25.75	16.5
chr21	18985144	0	0.3	0.7	0.7	1	0.6987	1	4354	5.25	9.75
chr21	18985146	0	0	1	1	1	0.8798	1	4355	5.25	9.75
chr21	18985157	0	0.0667	0.9333	0.9333	1	0.7965	1	4357	5.25	9.75
chr21	18985162	0	0.4	0.6	0.6	1	0.585	1	4359	5.25	9.75
chr21	18985179	0	0.0667	0.9333	0.9333	1	0.9423	1	4363	5.25	9.75
chr21	18985204	0	0	1	1	1	0.9616	1	4367	5.25	9.75
chr21	18985208	0	0	1	1	1	0.9808	1	4368	5.25	9.75
chr21	18985216	0	0.0333	0.9667	0.9667	1	0.8414	1	4370	5.25	9.75
chr21	18985240	0	0	1	1	1	0.7965	1	4373	5.25	9.75
